scheme,outer_fold,method,complexity,alpha,inner_r68,inner_r90,inner_n
event_random5,0,r2_quad,3,1.5341274046343907,0.07322038496004232,0.1385027172374795,3600
event_random5,0,r2_quad,3,2.3535468936502513,0.08731368302512645,0.161926800602813,3600
event_random5,0,r2_quad,3,3.6106407876409943,0.10218747468100851,0.1870031596798091,3600
event_random5,0,r2_quad,3,5.539182980610754,0.1140615156699662,0.2079087148549104,3600
event_random5,0,r2_quad,3,8.49781240983936,0.12294670374157207,0.22564064561573424,3600
event_random5,0,r2_quad,3,13.03672689737678,0.1293414017012767,0.23897958583113582,3600
event_random5,0,r2_quad,3,20.0,0.1338148772232691,0.2496124991859937,3600
event_random5,0,dt_r2_joint,6,0.05,0.08577494523905203,0.15850531487585384,3600
event_random5,0,dt_r2_joint,6,0.07670637023171953,0.08324760108151796,0.1534775259586093,3600
event_random5,0,dt_r2_joint,6,0.11767734468251262,0.07959258632129607,0.14741992282546446,3600
event_random5,0,dt_r2_joint,6,0.1805320393820497,0.07556584998019399,0.13938715329002502,3600
event_random5,0,dt_r2_joint,6,0.2769591490305376,0.07009967951844172,0.13221377907084067,3600
event_random5,0,dt_r2_joint,6,0.42489062049196813,0.06443533215773917,0.1271816655456175,3600
event_random5,0,dt_r2_joint,6,0.6518363448688389,0.061644802999864544,0.12258253458270094,3600
event_random5,0,dt_r2_joint,6,0.75,0.061273175375612325,0.12397357377754903,3600
event_random5,0,dt_r2_joint,6,1.0,0.06188561806971038,0.12349464841731304,3600
event_random5,0,dt_r2_joint,6,1.5,0.06509911271290461,0.12777312583305,3600
event_random5,0,dt_r2_joint,6,1.5341274046343907,0.06567048195511897,0.1284531415748566,3600
event_random5,0,dt_r2_joint,6,2.3535468936502513,0.07502786452672783,0.14297809020319946,3600
event_random5,0,dt_r2_joint,6,3.6106407876409943,0.08367624587116036,0.16269229826508289,3600
event_random5,0,dt_r2_joint,6,5.539182980610754,0.09095737504164716,0.17652966887877264,3600
event_random5,0,dt_r2_joint,6,8.49781240983936,0.09854461969227579,0.18811600304945722,3600
event_random5,0,dt_r2_joint,6,13.03672689737678,0.10377183461113866,0.19776998790090197,3600
event_random5,0,dt_r2_joint,6,20.0,0.10703188564784631,0.20378179004559493,3600
event_random5,0,dt_then_r2,6,0.05,0.09453899479363866,0.17317674157888777,3600
event_random5,0,dt_then_r2,6,0.07670637023171953,0.09119218244919809,0.16881428518627872,3600
event_random5,0,dt_then_r2,6,0.11767734468251262,0.0868713561928895,0.16047751908062088,3600
event_random5,0,dt_then_r2,6,0.1805320393820497,0.08194068678187391,0.1530942132728528,3600
event_random5,0,dt_then_r2,6,0.2769591490305376,0.07626516455071022,0.14303711773087582,3600
event_random5,0,dt_then_r2,6,0.42489062049196813,0.07010882329126593,0.13329069260337237,3600
event_random5,0,dt_then_r2,6,0.6518363448688389,0.0647174701077692,0.12595915435048355,3600
event_random5,0,dt_then_r2,6,0.75,0.06300374733900288,0.12455913632608313,3600
event_random5,0,dt_then_r2,6,1.0,0.06270748750675281,0.12329013912877443,3600
event_random5,0,dt_then_r2,6,1.5,0.06679689631522168,0.13096547685563364,3600
event_random5,0,dt_then_r2,6,1.5341274046343907,0.06728133274140076,0.13142249777517762,3600
event_random5,0,dt_then_r2,6,2.3535468936502513,0.07483906779343544,0.14325743672669553,3600
event_random5,0,dt_then_r2,6,3.6106407876409943,0.0836028714522847,0.15916750121260168,3600
event_random5,0,dt_then_r2,6,5.539182980610754,0.0924301267423131,0.1753948769490661,3600
event_random5,0,dt_then_r2,6,8.49781240983936,0.09900382961141914,0.1873147885179595,3600
event_random5,0,dt_then_r2,6,13.03672689737678,0.10467460663432233,0.1968712630563021,3600
event_random5,0,dt_then_r2,6,20.0,0.10762506405218329,0.20412701882927364,3600
